event_id,ticker,event_type,market_kind,window_days,n_base,baseline_fallback,abnormal_move,abn_logodds,abn_scaled,time_to_50h,avg_spread,n_trades,vol_window,vol_base_daily,d_oi,pre_mid,surprise,moneyness_steps,cell,pair_source
brian_oneill_extension,KXCPI-26OCT-T0.4,unscheduled_sports,macro_bucket,3,9,False,,,,,0.49,,55.0,2.111111111111111,55.0,,,,cross_sports_on_macro,rescue_next_far_expiry
von_miller_to_cowboys,KXFED-26OCT-T5.00,unscheduled_sports,macro_bucket,3,12,True,,,,,0.01,,0.0,1.0434782608695652,0.0,,,,cross_sports_on_macro,primary_pull
von_miller_to_cowboys,KXCPI-26OCT-T0.5,unscheduled_sports,macro_bucket,3,14,True,-0.32535714285714284,-3.911066072700602,-0.9701810436634718,50.833333333333336,0.45,,1756.0,0.0,0.0,,,,cross_sports_on_macro,primary_pull
von_miller_to_cowboys,KXCPI-26OCT-T0.4,unscheduled_sports,macro_bucket,3,11,True,-0.4440909090909091,-4.41096480670316,-0.9779779779779779,50.833333333333336,0.49333333333333335,,169.0,5.352941176470588,0.0,,,,cross_sports_on_macro,primary_pull
von_miller_to_cowboys,KXFED-26DEC-T5.00,unscheduled_sports,macro_bucket,3,21,False,,,,,0.01,,0.0,24.93047619047619,0.0,,,,cross_sports_on_macro,rescue_next_far_expiry
aaron_donald_comeback,KXFED-26DEC-T5.00,unscheduled_sports,macro_bucket,3,12,False,,,,,0.016666666666666666,,0.0,16.11909090909091,0.0,,,,cross_sports_on_macro,primary_pull
aaron_donald_comeback,KXCPI-26OCT-T0.5,unscheduled_sports,macro_bucket,3,5,False,,,,,0.38,,0.0,111.52941176470588,0.0,0.38,,,cross_sports_on_macro,primary_pull
aaron_donald_comeback,KXCPI-26OCT-T0.4,unscheduled_sports,macro_bucket,3,5,False,,,,,0.48,,0.0,88.5,0.0,,,,cross_sports_on_macro,primary_pull
kawhi_to_raptors,KXFED-26DEC-T5.00,unscheduled_sports,macro_bucket,3,13,True,,,,,0.02,,0.0,7.333333333333333,0.0,,,,cross_sports_on_macro,primary_pull
kawhi_to_raptors,KXCPI-26NOV-T0.5,unscheduled_sports,macro_bucket,3,8,False,-0.175,-0.9445364451364899,-0.5072463768115942,9.066666666666666,0.056666666666666664,,4.0,18.944444444444443,0.0,,,,cross_sports_on_macro,primary_pull
kawhi_to_raptors,KXCPI-26NOV-T0.4,unscheduled_sports,macro_bucket,3,5,False,-0.01899999999999996,-0.09543474442717481,-0.0669014084507041,33.06666666666667,0.03000000000000001,,44.0,77.75,1.0,0.25,,,cross_sports_on_macro,primary_pull
myles_garrett_to_rams,KXFED-26SEP-T5.25,unscheduled_sports,macro_bucket,5,8,False,,,,,0.032,,0.0,0.5714285714285714,0.0,,,,cross_sports_on_macro,primary_pull
myles_garrett_to_rams,KXFED-26SEP-T5.00,unscheduled_sports,macro_bucket,5,9,False,,,,,0.0325,,0.0,9.153846153846153,0.0,,,,cross_sports_on_macro,primary_pull
myles_garrett_to_rams,KXCPI-26JUL-T0.5,unscheduled_sports,macro_bucket,5,25,False,-0.12999999999999995,-0.696238373129618,-0.4062499999999999,10.683333333333334,0.128,,210.38,151.2,-14.990000000000236,0.19,,,cross_sports_on_macro,primary_pull
myles_garrett_to_rams,KXCPI-26JUL-T0.4,unscheduled_sports,macro_bucket,5,24,False,0.01749999999999996,0.07178888810259026,0.04242424242424232,10.683333333333334,0.7959999999999999,,269.0,43.0,-13.0,0.5599999999999999,,,cross_sports_on_macro,primary_pull
aj_brown_to_patriots,KXFED-26SEP-T5.25,unscheduled_sports,macro_bucket,5,8,False,,,,,0.032,,0.0,0.5714285714285714,0.0,,,,cross_sports_on_macro,primary_pull
